,umap1,umap2,umap3,FP_cluster,FP_UMAP_label,logS0,rel,smiles_canonical,name,random,diversity
Oc1ccc2CCCCc2c1,0.011458908,-1.4670688,1.0629915,-1.0,0.0,-1.99,UR,Oc1ccc2c(c1)CCCC2,"5,6,7,8-tetrahydro-2-naphthol",0.0,1.0
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,,,,,,-2.898,HR,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,naloxone,1.0,2.0
Oc1ccc2ccccc2c1,-0.39886656,-0.33749104,1.2610564,3.0,1.0,-2.1590000000000003,HR,Oc1ccc2ccccc2c1,2-naphthol,0.0,0.0
Oc1cccc(Cl)c1,0.07027037,-0.3422838,1.3509746,3.0,0.0,-0.6999999999999998,UR,Oc1cccc(Cl)c1,3-chlorophenol,0.0,1.0
Oc1cccc(O)c1,-0.12378585,-0.54015654,1.4505427,3.0,0.0,0.81,UR,Oc1cccc(O)c1,"1,3-benzenediol",0.0,1.0
Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,-0.16750382,-0.4522276,1.4349327,3.0,1.0,-5.187,HR,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,danthron,0.0,1.0
Oc1cccc2ccccc12,-0.35924703,-0.28233576,1.2963092,3.0,1.0,-1.9715,HR,Oc1cccc2ccccc12,1-naphthol,0.0,1.0
Oc1ccccc1,-0.33659834,-0.07248853,1.5610243,3.0,0.0,-0.00835,UR,Oc1ccccc1,phenol,0.0,1.0
Oc1ccccc1C=O,,,,,,-0.86,UR,O=Cc1ccccc1O,2-hydroxybenzaldehyde,1.0,2.0
Oc1ccccc1O,,,,,,0.62,UR,Oc1ccccc1O,"1,2-benzenediol",1.0,2.0
S=C1NCCN1,-0.30640706,-1.1276059,-1.0456642,2.0,0.0,-0.71,UR,S=C1NCCN1,imidazolidine-2-thione,0.0,1.0
S=c1cnc2cncnc2[nH]1,-1.3461791,1.4804795,-1.4484764,4.0,0.0,-2.7060000000000004,HR,S=c1cnc2cncnc2[nH]1,pteridine-7-thiol,0.0,1.0
S=c1nc2nccnc2c[nH]1,,,,,,-2.6289999999999996,HR,S=c1nc2nccnc2c[nH]1,pteridine-2-thiol,1.0,2.0
S=c1nc[nH]c2nccnc12,-1.0801883,1.3383579,-1.0623591,4.0,0.0,-2.6460000000000004,HR,S=c1nc[nH]c2nccnc12,pteridine-4-thiol,0.0,1.0
[O-][N+](=O)C(Cl)(Cl)Cl,,,,,,-2.0,UR,O=[N+]([O-])C(Cl)(Cl)Cl,chloropicrin,1.0,2.0
[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,1.4836732,0.5408209,0.23053545,3.0,0.0,-2.22,UR,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],nitroglycerin,0.0,1.0
[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)O[N+]([O-])=O,1.3209673,0.5447121,0.26277578,3.0,0.0,-2.63,UR,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,"(3s,3as,6r,6as)-6-(nitrooxy)-hexahydrofuro[3,2-b]furan-3-yl nitrate",0.0,1.0
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,,,,,,-2.89,UR,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,"1,3,5-trinitrobenzene",1.0,2.0
[O-][N+](=O)c1ccc(Cl)cc1,,,,,,-2.92,UR,O=[N+]([O-])c1ccc(Cl)cc1,p-chloronitrobenzene,1.0,2.0
[O-][N+](=O)c1ccc(\C=N\N2CC(=O)NC2=O)o1,1.1597311,0.5479786,0.26050746,3.0,1.0,-3.26,HR,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,nitrofurantoin,0.0,1.0
[O-][N+](=O)c1cccc(Cl)c1,1.049335,0.6155016,0.4140833,3.0,0.0,-2.77,UR,O=[N+]([O-])c1cccc(Cl)c1,m-chloronitrobenzene ,0.0,1.0
[O-][N+](=O)c1cccc(c1)[N+]([O-])=O,1.005685,0.7233739,0.5001065,3.0,0.0,-2.316666666666667,UR,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,"1,3-dinitrobenzene",0.0,1.0
[O-][N+](=O)c1ccccc1,0.9887527,0.61863893,0.46100768,3.0,0.0,-1.8,UR,O=[N+]([O-])c1ccccc1,nitrobenzene,0.0,1.0
[O-][N+](=O)c1ccccc1Cl,0.9686353,0.72902775,0.6002801,3.0,0.0,-2.55,UR,O=[N+]([O-])c1ccccc1Cl,o-chloronitrobenzene,0.0,0.0
[O-][N+](=O)c1nccn1CC(=O)NCc1ccccc1,,,,,,-2.81,UR,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,benznidazole,1.0,2.0
c1[nH]nc2ccccc12,-0.81393707,0.10025011,0.81452835,3.0,0.0,-2.16,UR,c1ccc2n[nH]cc2c1,indazole,0.0,1.0
c1cc2ccccc2[nH]1,-0.75496864,0.27314064,0.75598896,3.0,0.0,-1.416666666666667,UR,c1ccc2[nH]ccc2c1,indole,0.0,1.0
c1ccc(nc1)-c1ccccn1,,,,,,-1.42,UR,c1ccc(-c2ccccn2)nc1,"2,2'-bipyridine",1.0,2.0
c1ccc2n[nH]nc2c1,,,,,,-0.78,UR,c1ccc2n[nH]nc2c1,benzotriazole,1.0,2.0
c1ccc2ncccc2c1,-0.848486,0.078421995,0.8224519,3.0,0.0,-1.3,UR,c1ccc2ncccc2c1,quinoline,0.0,1.0
c1cn(cn1)[C@H](c1ccccc1)c1ccc(cc1)-c1ccccc1,-0.92434037,0.4587296,2.439736,3.0,1.0,-6.27,LR,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,bifonazole,0.0,1.0
c1cnc2c(c1)ccc1cccnc21,,,,,,-1.618,HR,c1cnc2c(c1)ccc1cccnc12,"1,10-phenantroline",1.0,2.0
c1cnc2ncncc2n1,-1.3961511,1.5962903,-1.518019,4.0,0.0,0.0205,HR,c1cnc2ncncc2n1,pteridine,0.0,1.0
c1nc(cs1)-c1nc2ccccc2[nH]1,,,,,,-3.484,HR,c1ccc2[nH]c(-c3cscn3)nc2c1,thiabendazole,1.0,2.0
c1nc2ccccc2o1,-0.7967145,0.13702331,0.8904469,3.0,0.0,-1.16,UR,c1ccc2ocnc2c1,benzoxazole,0.0,1.0
c1nc2ccccc2s1,-0.7595815,0.10203875,0.8632378,3.0,0.0,-1.5,UR,c1ccc2scnc2c1,benzothiazole,0.0,1.0
